iteration,pct_concluded,pct_optimal,mean_diff_iter
1,0.0,0.0,0.0
2,30.0,0.0,92.14277805294718
3,30.0,0.0,92.14277805294718
4,30.0,10.0,192.71189481504936
5,0.0,0.0,0.0
6,20.0,0.0,171.07639794891028
7,30.0,0.0,65.32923863505492
8,50.0,0.0,154.0037912751127
9,10.0,0.0,100.59441189750977
10,20.0,0.0,91.36080196078161
11,0.0,0.0,0.0
12,40.0,0.0,124.0871091946112
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,20.0,0.0,83.71906573101957
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,10.0,0.0,95.04286617249682
20,10.0,0.0,51.34267121319711
21,0.0,0.0,0.0
22,20.0,10.0,0.0
23,20.0,0.0,83.71906573101957
24,10.0,0.0,95.04286617249682
25,10.0,0.0,46.74631471124358
26,20.0,10.0,0.0
27,20.0,0.0,83.71906573101957
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,50.0,0.0,193.1757338201492
31,20.0,0.0,341.15668248766883
32,10.0,0.0,95.04286617249682
33,20.0,0.0,96.80509089665459
34,0.0,0.0,0.0
35,10.0,0.0,95.04286617249682
36,30.0,0.0,87.49366587817866
37,20.0,0.0,96.80509089665459
38,0.0,0.0,0.0
39,20.0,0.0,96.80509089665459
40,0.0,0.0,0.0
41,20.0,0.0,297.33232261485296
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,40.0,0.0,104.11865810629712
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,10.0,0.0,195.7505126367819
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,10.0,0.0,95.04286617249682
52,0.0,0.0,0.0
53,10.0,0.0,83.1305304985954
54,20.0,0.0,96.80509089665459
55,20.0,0.0,96.64890183012307
56,10.0,0.0,95.04286617249682
57,10.0,0.0,619.3953449082957
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,10.0,0.0,95.04286617249682
64,10.0,0.0,95.04286617249682
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,30.0,0.0,81.54682495781442
69,20.0,0.0,83.71906573101957
70,20.0,0.0,83.71906573101957
71,20.0,0.0,96.64890183012307
72,20.0,0.0,278.58051602030605
73,20.0,0.0,344.34041072548405
74,0.0,0.0,0.0
75,10.0,10.0,0.0
76,0.0,0.0,0.0
77,20.0,10.0,0.0
78,0.0,0.0,0.0
79,20.0,0.0,954.3650864615151
80,0.0,0.0,0.0
81,0.0,0.0,0.0
82,20.0,10.0,0.0
83,30.0,0.0,845.0584335338835
84,10.0,10.0,0.0
85,0.0,0.0,0.0
86,20.0,0.0,83.71906573101957
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,0.0,0.0,0.0
91,0.0,0.0,0.0
92,20.0,0.0,83.71906573101957
93,0.0,0.0,0.0
94,20.0,10.0,0.0
95,20.0,10.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,10.0,10.0,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,20.0,0.0,350.2409021601418
105,30.0,20.0,34.79351484816343
106,20.0,0.0,350.2409021601418
107,0.0,0.0,0.0
108,20.0,10.0,0.0
109,10.0,0.0,57.17387922696431
110,20.0,0.0,350.2409021601418
111,20.0,10.0,0.0
112,0.0,0.0,0.0
113,20.0,10.0,0.0
114,10.0,0.0,83.1305304985954
115,10.0,0.0,534.1380484806641
116,20.0,10.0,0.0
117,10.0,0.0,83.1305304985954
118,20.0,10.0,0.0
119,0.0,0.0,0.0
120,10.0,0.0,147.45396117552866
121,20.0,10.0,0.0
122,20.0,10.0,0.0
123,0.0,0.0,0.0
124,0.0,0.0,0.0
125,0.0,0.0,0.0
126,0.0,0.0,0.0
127,0.0,0.0,0.0
128,0.0,0.0,0.0
129,20.0,0.0,83.71906573101957
130,40.0,0.0,305.9849304542982
131,0.0,0.0,0.0
132,0.0,0.0,0.0
133,20.0,10.0,0.0
134,0.0,0.0,0.0
135,20.0,0.0,83.71906573101957
