iteration,pct_concluded,pct_optimal,mean_diff_iter
1,40.0,0.0,160.29319713402072
2,20.0,0.0,15.733754559278367
3,20.0,0.0,15.733754559278367
4,50.0,0.0,212.65144873312866
5,20.0,10.0,1.5232413850808646
6,0.0,0.0,0.0
7,80.0,0.0,108.50333980522288
8,60.0,10.0,44.04732009368445
9,100.0,10.0,55.920083869037356
10,70.0,20.0,15.670550594570662
11,80.0,20.0,45.08903163778485
12,100.0,30.0,24.97392678556892
13,100.0,40.0,53.42101629754071
14,90.0,60.0,3.5025468986443737
15,60.0,20.0,15.544565376361662
16,70.0,20.0,26.38904367403948
17,60.0,20.0,34.759704735763556
18,90.0,30.0,36.8578628277537
19,90.0,10.0,132.97527351623592
20,70.0,30.0,4.824313913257756
21,90.0,30.0,8.763152437734947
22,60.0,30.0,9.178517345744908
23,70.0,40.0,16.65943659189616
24,60.0,30.0,9.178517345744908
25,100.0,60.0,7.04403327732565
26,60.0,20.0,17.090005937595365
27,80.0,30.0,47.63889515139003
28,100.0,50.0,11.76999944350148
29,50.0,30.0,2.9339487532916886
30,40.0,20.0,3.6674359416146105
31,80.0,40.0,25.76667128197439
32,90.0,20.0,71.6383473395437
33,80.0,10.0,84.24768564086807
34,80.0,20.0,43.70720914269221
35,80.0,10.0,96.58987753040728
36,30.0,0.0,111.76544444358024
37,0.0,0.0,0.0
38,60.0,0.0,131.44703454759863
39,60.0,0.0,170.91761745308568
40,60.0,0.0,195.32423849324292
41,60.0,0.0,195.32423849324292
42,60.0,0.0,195.32423849324292
43,60.0,0.0,195.32423849324292
44,60.0,0.0,195.32423849324292
45,60.0,0.0,195.32423849324292
46,50.0,0.0,193.32147800887438
47,60.0,0.0,195.32423849324292
48,60.0,0.0,195.32423849324292
49,60.0,0.0,195.32423849324292
50,60.0,0.0,195.32423849324292
51,60.0,0.0,195.32423849324292
52,60.0,0.0,195.32423849324292
53,60.0,0.0,195.32423849324292
54,60.0,0.0,195.32423849324292
55,60.0,0.0,195.32423849324292
56,60.0,0.0,195.32423849324292
57,60.0,0.0,195.32423849324292
58,60.0,0.0,195.32423849324292
59,60.0,0.0,195.32423849324292
60,60.0,0.0,195.32423849324292
61,60.0,0.0,195.32423849324292
62,60.0,0.0,195.32423849324292
63,60.0,0.0,195.32423849324292
64,60.0,0.0,195.32423849324292
65,60.0,0.0,195.32423849324292
66,60.0,0.0,195.32423849324292
67,60.0,0.0,195.32423849324292
68,60.0,0.0,195.32423849324292
69,60.0,0.0,195.32423849324292
70,60.0,0.0,195.32423849324292
71,60.0,0.0,195.32423849324292
72,60.0,0.0,195.32423849324292
73,60.0,0.0,195.32423849324292
74,60.0,0.0,195.32423849324292
75,60.0,0.0,195.32423849324292
76,60.0,0.0,195.32423849324292
77,60.0,0.0,195.32423849324292
78,60.0,0.0,195.32423849324292
79,60.0,0.0,195.32423849324292
80,60.0,0.0,195.32423849324292
81,60.0,0.0,195.32423849324292
82,60.0,0.0,195.32423849324292
83,60.0,0.0,195.32423849324292
84,0.0,0.0,0.0
85,60.0,0.0,195.32423849324292
86,60.0,0.0,195.32423849324292
87,60.0,0.0,195.32423849324292
88,60.0,0.0,195.32423849324292
89,60.0,0.0,195.32423849324292
90,60.0,0.0,195.32423849324292
91,60.0,0.0,195.32423849324292
92,60.0,0.0,195.32423849324292
93,60.0,0.0,195.32423849324292
94,60.0,0.0,195.32423849324292
95,60.0,0.0,195.32423849324292
96,60.0,0.0,195.32423849324292
97,60.0,0.0,195.32423849324292
98,60.0,0.0,195.32423849324292
99,60.0,0.0,195.32423849324292
100,60.0,0.0,195.32423849324292
101,60.0,0.0,195.32423849324292
102,60.0,0.0,195.32423849324292
103,60.0,0.0,195.32423849324292
104,60.0,0.0,195.32423849324292
105,60.0,0.0,195.32423849324292
106,60.0,0.0,195.32423849324292
107,60.0,0.0,195.32423849324292
108,60.0,0.0,195.32423849324292
109,60.0,0.0,195.32423849324292
110,60.0,0.0,195.32423849324292
111,60.0,0.0,195.32423849324292
112,60.0,0.0,195.32423849324292
113,60.0,0.0,195.32423849324292
114,60.0,0.0,195.32423849324292
115,60.0,0.0,195.32423849324292
116,60.0,0.0,195.32423849324292
117,60.0,0.0,195.32423849324292
118,60.0,0.0,195.32423849324292
119,60.0,0.0,195.32423849324292
120,60.0,0.0,195.32423849324292
121,60.0,0.0,195.32423849324292
122,60.0,0.0,195.32423849324292
123,60.0,0.0,195.32423849324292
124,60.0,0.0,195.32423849324292
125,60.0,0.0,195.32423849324292
126,60.0,0.0,195.32423849324292
127,60.0,0.0,195.32423849324292
128,60.0,0.0,195.32423849324292
129,60.0,0.0,195.32423849324292
130,60.0,0.0,195.32423849324292
131,60.0,0.0,195.32423849324292
132,60.0,0.0,195.32423849324292
133,60.0,0.0,195.32423849324292
134,60.0,0.0,195.32423849324292
135,60.0,0.0,195.32423849324292
136,60.0,0.0,195.32423849324292
137,60.0,0.0,195.32423849324292
138,60.0,0.0,195.32423849324292
139,60.0,0.0,195.32423849324292
140,60.0,0.0,195.32423849324292
141,60.0,0.0,195.32423849324292
142,60.0,0.0,195.32423849324292
143,60.0,0.0,195.32423849324292
144,60.0,0.0,195.32423849324292
145,60.0,0.0,195.32423849324292
146,60.0,0.0,195.32423849324292
147,60.0,0.0,195.32423849324292
148,60.0,0.0,195.32423849324292
149,60.0,0.0,195.32423849324292
150,60.0,0.0,195.32423849324292
151,60.0,0.0,195.32423849324292
152,60.0,0.0,195.32423849324292
153,60.0,0.0,195.32423849324292
154,60.0,0.0,195.32423849324292
155,60.0,0.0,195.32423849324292
156,60.0,0.0,195.32423849324292
157,60.0,0.0,195.32423849324292
158,60.0,0.0,195.32423849324292
159,60.0,0.0,195.32423849324292
160,60.0,0.0,195.32423849324292
161,60.0,0.0,195.32423849324292
162,60.0,0.0,195.32423849324292
163,60.0,0.0,195.32423849324292
164,60.0,0.0,195.32423849324292
165,60.0,0.0,195.32423849324292
166,60.0,0.0,195.32423849324292
167,60.0,0.0,195.32423849324292
168,60.0,0.0,195.32423849324292
169,60.0,0.0,195.32423849324292
170,60.0,0.0,195.32423849324292
171,60.0,0.0,195.32423849324292
172,60.0,0.0,195.32423849324292
173,60.0,0.0,195.32423849324292
174,60.0,0.0,195.32423849324292
175,60.0,0.0,195.32423849324292
176,60.0,0.0,195.32423849324292
177,60.0,0.0,195.32423849324292
178,60.0,0.0,195.32423849324292
179,60.0,0.0,195.32423849324292
180,60.0,0.0,195.32423849324292
181,60.0,0.0,195.32423849324292
182,60.0,0.0,195.32423849324292
183,60.0,0.0,195.32423849324292
184,60.0,0.0,195.32423849324292
185,60.0,0.0,195.32423849324292
186,60.0,0.0,195.32423849324292
187,60.0,0.0,195.32423849324292
188,60.0,0.0,195.32423849324292
189,60.0,0.0,195.32423849324292
190,60.0,0.0,195.32423849324292
191,60.0,0.0,195.32423849324292
192,60.0,0.0,195.32423849324292
193,60.0,0.0,195.32423849324292
194,60.0,0.0,195.32423849324292
195,60.0,0.0,195.32423849324292
196,60.0,0.0,195.32423849324292
197,60.0,0.0,195.32423849324292
198,60.0,0.0,195.32423849324292
199,60.0,0.0,195.32423849324292
200,60.0,0.0,195.32423849324292
201,60.0,0.0,195.32423849324292
202,60.0,0.0,195.32423849324292
203,60.0,0.0,195.32423849324292
204,60.0,0.0,195.32423849324292
205,60.0,0.0,195.32423849324292
206,60.0,0.0,195.32423849324292
207,60.0,0.0,195.32423849324292
208,60.0,0.0,195.32423849324292
209,60.0,0.0,195.32423849324292
210,60.0,0.0,195.32423849324292
211,60.0,0.0,195.32423849324292
212,60.0,0.0,195.32423849324292
213,60.0,0.0,195.32423849324292
214,60.0,0.0,195.32423849324292
215,60.0,0.0,195.32423849324292
216,60.0,0.0,195.32423849324292
217,60.0,0.0,195.32423849324292
218,60.0,0.0,195.32423849324292
219,60.0,0.0,195.32423849324292
220,60.0,0.0,195.32423849324292
221,60.0,0.0,195.32423849324292
222,60.0,0.0,195.32423849324292
223,60.0,0.0,195.32423849324292
224,60.0,0.0,195.32423849324292
225,60.0,0.0,195.32423849324292
226,60.0,0.0,195.32423849324292
227,60.0,0.0,195.32423849324292
228,60.0,0.0,195.32423849324292
229,60.0,0.0,195.32423849324292
230,60.0,0.0,195.32423849324292
231,60.0,0.0,195.32423849324292
232,60.0,0.0,195.32423849324292
233,60.0,0.0,195.32423849324292
234,60.0,0.0,195.32423849324292
235,60.0,0.0,195.32423849324292
236,60.0,0.0,195.32423849324292
237,60.0,0.0,195.32423849324292
238,60.0,0.0,195.32423849324292
239,60.0,0.0,195.32423849324292
240,60.0,0.0,195.32423849324292
241,60.0,0.0,195.32423849324292
242,60.0,0.0,195.32423849324292
243,60.0,0.0,195.32423849324292
244,60.0,0.0,195.32423849324292
245,60.0,0.0,195.32423849324292
246,60.0,0.0,195.32423849324292
247,60.0,0.0,195.32423849324292
248,60.0,0.0,195.32423849324292
249,60.0,0.0,195.32423849324292
250,60.0,0.0,195.32423849324292
251,60.0,0.0,195.32423849324292
252,60.0,0.0,195.32423849324292
253,60.0,0.0,195.32423849324292
254,60.0,0.0,195.32423849324292
255,60.0,0.0,195.32423849324292
256,60.0,0.0,195.32423849324292
257,60.0,0.0,195.32423849324292
258,60.0,0.0,195.32423849324292
259,60.0,0.0,195.32423849324292
260,60.0,0.0,195.32423849324292
261,60.0,0.0,195.32423849324292
262,60.0,0.0,195.32423849324292
263,60.0,0.0,195.32423849324292
264,60.0,0.0,195.32423849324292
265,60.0,0.0,195.32423849324292
266,60.0,0.0,195.32423849324292
267,60.0,0.0,195.32423849324292
268,60.0,0.0,195.32423849324292
269,60.0,0.0,195.32423849324292
270,60.0,0.0,195.32423849324292
271,60.0,0.0,195.32423849324292
272,60.0,0.0,195.32423849324292
273,60.0,0.0,195.32423849324292
274,60.0,0.0,195.32423849324292
275,60.0,0.0,195.32423849324292
276,60.0,0.0,195.32423849324292
277,60.0,0.0,195.32423849324292
278,60.0,0.0,195.32423849324292
279,60.0,0.0,195.32423849324292
280,60.0,0.0,195.32423849324292
281,60.0,0.0,195.32423849324292
282,60.0,0.0,195.32423849324292
283,60.0,0.0,195.32423849324292
284,60.0,0.0,195.32423849324292
285,60.0,0.0,195.32423849324292
286,60.0,0.0,195.32423849324292
287,60.0,0.0,195.32423849324292
288,60.0,0.0,195.32423849324292
289,60.0,0.0,195.32423849324292
290,60.0,0.0,195.32423849324292
291,60.0,0.0,195.32423849324292
292,60.0,0.0,195.32423849324292
293,60.0,0.0,195.32423849324292
294,60.0,0.0,195.32423849324292
295,60.0,0.0,195.32423849324292
296,60.0,0.0,195.32423849324292
297,60.0,0.0,195.32423849324292
298,60.0,0.0,195.32423849324292
299,60.0,0.0,195.32423849324292
300,60.0,0.0,195.32423849324292
301,60.0,0.0,195.32423849324292
302,60.0,0.0,195.32423849324292
303,60.0,0.0,195.32423849324292
304,60.0,0.0,195.32423849324292
305,60.0,0.0,195.32423849324292
306,60.0,0.0,195.32423849324292
307,60.0,0.0,195.32423849324292
308,60.0,0.0,195.32423849324292
309,60.0,0.0,195.32423849324292
310,60.0,0.0,195.32423849324292
311,60.0,0.0,195.32423849324292
312,60.0,0.0,195.32423849324292
313,60.0,0.0,195.32423849324292
314,60.0,0.0,195.32423849324292
315,60.0,0.0,195.32423849324292
316,60.0,0.0,195.32423849324292
317,60.0,0.0,195.32423849324292
318,60.0,0.0,195.32423849324292
319,60.0,0.0,195.32423849324292
320,60.0,0.0,195.32423849324292
321,60.0,0.0,195.32423849324292
322,60.0,0.0,195.32423849324292
323,60.0,0.0,195.32423849324292
