iteration,pct_concluded,pct_optimal,pct_err10,pct_err20,pct_err30,pct_err40,pct_err50,mean_diff_iter,mean_reward_iter,min_reward_iter,max_reward_iter,ep1_diff,ep2_diff,ep3_diff,ep4_diff,ep5_diff,ep6_diff,ep7_diff,ep8_diff,ep9_diff,ep10_diff
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-5.0,-1.0,-,-,-,-,-,-,-,-,-,-
2,10.0,0.0,0.0,10.0,10.0,10.0,10.0,14.67,-4.4,-5.0,1.0,-,-,-,-,-,-,14.67,-,-,-
3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,63.4,-4.4,-5.0,1.0,-,-,-,-,-,-,-,-,-,63.4
4,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,-0.4,-1.0,1.0,0.0,-,-,-,0.0,-,-,-,0.0,-
5,30.0,0.0,0.0,0.0,0.0,0.0,0.0,78.02,-0.8,-5.0,1.0,-,-,51.34,-,-,61.51,-,-,-,121.21
6,20.0,0.0,10.0,10.0,10.0,10.0,10.0,30.91,-1.8,-5.0,1.0,-,-,0.31,-,-,61.51,-,-,-,-
7,20.0,0.0,10.0,10.0,10.0,10.0,10.0,31.86,-3.8,-5.0,1.0,-,-,0.31,-,-,-,-,-,-,63.4
8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,96.05,-2.2,-5.0,1.0,-,-,-,-,95.8,-,-,-,96.3,-
9,40.0,10.0,20.0,20.0,20.0,20.0,20.0,47.1,-2.2,-5.0,1.0,0.0,-,0.31,-,-,91.55,-,-,-,96.53
10,20.0,0.0,0.0,0.0,0.0,0.0,0.0,83.16,-3.4,-5.0,1.0,-,-,-,-,83.13,-,-,-,83.18,-
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-5.0,-1.0,-,-,-,-,-,-,-,-,-,-
12,30.0,20.0,20.0,20.0,20.0,20.0,20.0,17.11,-1.6,-5.0,1.0,-,-,51.34,-,0.0,-,-,-,0.0,-
13,20.0,0.0,10.0,10.0,10.0,10.0,10.0,167.2,-3.8,-5.0,1.0,-,-,4.6,-,-,329.8,-,-,-,-
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.0,-5.0,-,-,-,-,-,-,-,-,-,-
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8,-5.0,-1.0,-,-,-,-,-,-,-,-,-,-
16,40.0,0.0,0.0,0.0,0.0,0.0,0.0,212.74,-0.6,-5.0,1.0,-,-,112.21,-,83.13,-,-,-,83.18,572.43
17,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.0,-2.6,-5.0,1.0,-,-,-,-,0.0,-,-,-,0.0,-
18,10.0,0.0,0.0,0.0,0.0,0.0,0.0,51.36,-3.6,-5.0,1.0,-,-,51.36,-,-,-,-,-,-,-
19,10.0,0.0,0.0,0.0,0.0,0.0,0.0,105.8,-0.8,-1.0,1.0,-,-,105.8,-,-,-,-,-,-,-
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6,-5.0,-1.0,-,-,-,-,-,-,-,-,-,-
21,30.0,20.0,20.0,20.0,20.0,20.0,20.0,17.11,-0.4,-1.0,1.0,-,-,51.34,-,0.0,-,-,-,0.0,-
22,30.0,20.0,20.0,20.0,20.0,20.0,20.0,17.11,-1.2,-5.0,1.0,-,-,51.34,-,0.0,-,-,-,0.0,-
